111	166	140
67	102	82
92	136	113
92	136	113
93	136	113
93	136	113
93	136	114
92	136	114
92	136	113
92	136	113
92	136	113
92	136	113
91	136	113
91	136	113
91	136	113
91	136	113
92	136	113
92	136	113
91	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
93	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
103	153	128
110	159	134
94	138	115
92	136	113
91	136	113
91	136	113
91	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
91	136	113
91	136	113
91	136	113
91	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
91	136	113
91	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
93	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	114
92	136	114
106	155	130
136	197	168
99	146	122
93	136	114
92	136	114
92	136	113
91	136	113
91	136	113
92	136	113
92	136	113
92	136	113
92	136	113
91	136	113
92	136	114
93	136	114
93	136	114
92	136	113
92	136	114
92	136	113
92	136	113
92	136	113
92	136	113
92	136	114
92	136	114
92	136	114
92	136	113
92	136	113
92	136	113
92	136	114
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
93	136	113
97	143	119
109	158	134
100	149	124
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
144	193	180
157	208	198
157	208	198
157	208	199
157	208	199
157	208	199
157	208	199
157	208	199
157	208	199
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
91	136	113
91	136	113
92	136	113
92	136	113
92	136	114
92	137	114
92	137	114
92	137	114
92	137	115
92	137	115
92	137	114
92	137	114
92	136	114
92	136	114
92	136	113
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
94	139	116
134	196	167
115	171	143
89	145	121
80	208	185
80	208	185
80	208	185
80	208	185
80	208	185
80	208	185
80	208	185
80	208	185
80	208	185
80	208	185
80	208	185
80	208	185
80	208	185
85	181	159
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
93	136	113
93	136	113
92	136	113
92	136	113
92	136	113
91	136	113
91	136	113
91	136	113
92	136	113
92	136	113
92	136	113
107	159	132
107	158	132
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
92	136	113
91	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
93	136	114
93	137	114
92	137	114
137	184	171
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
98	143	121
92	136	114
92	136	113
92	136	113
92	136	113
92	136	113
93	136	113
93	136	114
93	136	114
92	136	113
115	170	143
134	196	166
92	139	113
91	136	113
91	136	113
92	136	113
92	136	114
93	136	114
93	136	114
92	136	114
92	136	114
92	136	114
92	136	114
92	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	112
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
92	136	113
92	136	113
92	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
92	136	113
91	136	113
100	148	124
109	159	133
96	143	119
92	136	113
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
92	136	113
70	72	71
71	71	71
71	71	71
71	72	72
71	72	72
70	72	71
71	73	72
71	73	72
71	74	73
71	75	73
72	76	74
73	77	75
72	77	75
73	78	75
73	78	75
74	79	76
74	79	76
74	80	77
74	80	78
74	80	78
75	81	79
74	81	78
74	81	78
75	82	79
74	82	79
75	84	80
75	85	80
74	84	80
75	86	80
75	86	80
75	87	81
76	88	82
77	89	83
77	91	84
90	106	98




121	167	145
81	105	90
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
113	155	133
119	161	139
105	141	121
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
103	139	119
104	139	119
104	139	119
103	139	119
103	139	119
104	139	119
104	139	119
104	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
104	139	119
103	139	119
103	139	119
103	139	119
114	157	134
141	198	171
109	148	126
104	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
104	139	119
103	139	119
103	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
103	139	119
103	139	119
103	139	119
103	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
103	139	119
104	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
107	145	125
119	161	138
111	151	129
104	139	119
103	139	119
103	139	119
103	139	119
103	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	138	119
104	138	119
104	138	119
104	139	119
105	141	121
140	197	169
97	216	195
84	209	187
84	209	187
84	209	187
84	209	187
79	235	214
79	235	214
79	235	214
95	237	218
108	237	220
108	237	220
108	237	220
108	237	220
113	242	226
185	237	233
185	234	231
181	231	227
163	210	200
161	209	200
161	209	200
161	209	200
161	209	200
104	139	119
104	139	119
104	138	119
104	138	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
103	139	119
103	139	119
103	139	119
104	139	119
104	139	119
104	139	119
104	139	119
117	161	137
117	161	137
104	139	119
104	139	119
103	139	119
103	139	119
103	139	119
103	139	119
156	199	191
128	226	213
108	237	220
108	237	220
108	237	220
117	247	232
117	247	233
117	246	233
114	242	228
108	237	220
108	237	220
108	237	220
108	237	220
108	237	220
84	209	187
102	148	129
103	139	119
104	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
104	139	119
103	139	119
103	139	119
104	139	119
104	139	119
124	172	147
140	197	169
104	142	120
104	139	119
104	139	119
104	139	119
104	139	119
103	139	119
104	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	139	119
103	138	119
103	138	119
103	138	119
103	138	119
103	139	119
103	138	119
103	138	119
103	138	119
104	138	119
103	138	119
103	138	119
103	138	119
78	167	133
40	209	152
40	209	152
40	209	152
40	209	152
44	213	156
47	217	160
43	212	154
40	209	152
40	209	152
40	209	152
40	209	152
40	209	152
40	209	152
81	163	130
71	72	72
71	71	71
71	71	71
71	72	72
71	72	72
71	72	72
72	73	73
72	73	73
72	74	74
72	75	74
73	76	75
74	77	76
73	77	76
75	79	76
75	79	76
75	80	77
75	80	77
75	81	78
75	81	78
76	81	79
77	82	80
76	82	79
76	82	79
77	83	80
76	83	80
77	85	81
77	86	81
77	85	81
78	87	81
78	87	81
78	88	82
79	88	83
80	89	84
80	92	85
91	107	99




111	165	140
66	101	82
92	136	113
92	136	113
92	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
92	136	114
92	136	114
92	136	114
92	136	113
92	136	113
92	136	113
92	136	113
91	136	113
92	136	113
93	137	115
93	137	115
93	137	115
93	136	115
93	137	115
93	137	115
94	136	115
93	136	114
92	136	113
92	136	113
93	136	114
94	136	115
94	136	115
92	136	114
92	137	114
93	137	114
93	137	114
93	136	114
93	136	114
92	136	114
93	136	114
93	136	114
92	136	114
103	153	128
109	159	134
94	138	116
92	136	113
92	136	113
92	136	114
92	136	114
92	137	114
91	137	113
92	136	113
93	136	113
92	136	114
92	137	114
92	137	114
92	137	114
93	137	114
94	138	115
99	144	122
99	144	122
99	144	122
116	160	142
157	208	198
157	208	198
157	208	198
157	208	198
157	208	198
168	219	212
177	229	224
184	236	232
184	234	231
157	208	198
157	208	198
157	208	198
157	208	198
128	176	160
99	143	121
99	143	121
99	143	122
94	139	116
92	136	113
91	136	113
91	136	113
91	136	113
105	154	129
135	197	167
98	146	121
92	136	113
91	136	113
92	136	113
92	136	114
92	136	114
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	114
92	136	114
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
91	136	113
91	136	113
92	136	113
92	136	113
92	136	113
92	136	114
92	136	114
92	136	114
92	136	114
92	136	114
92	136	113
92	136	113
92	136	113
92	136	113
92	136	113
93	138	115
99	143	121
99	143	121
104	151	128
129	181	161
161	212	202
157	208	198
157	208	198
157	208	198
163	212	204
181	232	229
183	234	230
184	236	232
164	215	207
157	208	198
157	208	198
157	208	198
157	208	198
125	171	155
98	144	121
99	143	121
99	143	121
93	139	115
92	136	113
92	136	113
92	136	113
91	136	113
91	136	113
91	136	113
91	136	113
92	136	113
92	136	113
92	136	113
91	136	113
91	136	113
91	136	113
91	136	113
91	136	113
90	143	119
91	143	119
91	143	120
90	150	128
80	208	185
80	208	185
80	208	185
80	208	186
81	209	187
89	240	217
82	239	216
76	236	214
79	224	202
80	208	185
80	208	185
80	208	185
80	208	185
84	185	163
90	143	119
90	143	119
91	143	119
90	140	117
93	136	114
93	136	114
93	136	114
93	136	114
93	136	114
93	136	114
93	136	114
92	136	113
92	136	114
93	136	114
92	136	114
92	136	114
91	136	113
91	136	113
92	136	113
92	136	113
93	136	114
93	136	114
92	136	113
92	136	113
